Texas,79.84,overcast clouds,78,2021-06-30-22:10:24
Michigan,67.98,clear sky,83,2021-06-30-22:10:24
Texas,79.84,overcast clouds,78,2021-06-30 22:11:47
Michigan,67.98,clear sky,83,2021-06-30 22:11:48
Texas,79.84 F,overcast clouds,78,2021-06-30 22:14:35
Michigan,67.98 F,clear sky,83,2021-06-30 22:14:35
Dallas,81.50 F,clear sky,63,2021-07-07 22:41:53
Detroit,71.28 F,few clouds,90,2021-07-07 22:41:53
